1200	1200
0	814	0	800	1200	800	1200	814
0	400	0	386	1200	386	1200	400
593	1200	593	0	607	0	607	1200
9	551	9	561	49	561	49	551	200
500	308	500	318	540	318	540	308	250
1101	553	1101	563	1141	563	1141	553	150
1150	888	1150	898	1190	898	1190	888	150
138	514	138	524	178	524	178	514	250
402	1063	402	1073	442	1073	442	1063	50
1159	34	1159	44	1199	44	1199	34	50
20	240	20	250	60	250	60	240	200
448	1028	448	1038	488	1038	488	1028	250
952	644	952	654	992	654	992	644	50
84	859	84	869	124	869	124	859	30
95	96	95	106	135	106	135	96	50
886	586	886	596	926	596	926	586	100
703	221	703	231	743	231	743	221	150
478	54	478	64	518	64	518	54	100
396	433	396	443	436	443	436	433	30
997	211	997	221	1037	221	1037	211	150
242	475	242	485	282	485	282	475	30
1104	525	1104	535	1144	535	1144	525	50
409	264	409	274	449	274	449	264	50
902	274	902	284	942	284	942	274	250
177	967	177	977	217	977	217	967	30
429	276	429	286	469	286	469	276	30
447	933	447	943	487	943	487	933	50
525	1185	525	1195	565	1195	565	1185	150
185	277	185	287	225	287	225	277	200
608	738	608	748	648	748	648	738	50
332	770	332	780	372	780	372	770	200
674	1109	674	1119	714	1119	714	1109	30
474	782	474	792	514	792	514	782	100
872	749	872	759	912	759	912	749	50
985	917	985	927	1025	927	1025	917	250
431	65	431	75	471	75	471	65	50
407	695	407	705	447	705	447	695	150
353	1052	353	1062	393	1062	393	1052	250
622	525	622	535	662	535	662	525	250
80	892	80	902	120	902	120	892	30
624	65	624	75	664	75	664	65	150
227	919	227	929	267	929	267	919	150
745	86	745	96	785	96	785	86	50
825	85	825	95	865	95	865	85	200
118	247	118	257	158	257	158	247	150
716	167	716	177	756	177	756	167	150
936	1147	936	1157	976	1157	976	1147	50
359	562	359	572	399	572	399	562	150
206	103	206	113	246	113	246	103	200
638	721	638	731	678	731	678	721	150
1032	1088	1032	1098	1072	1098	1072	1088	30
15	779	15	789	55	789	55	779	50
938	546	938	556	978	556	978	546	30
72	569	72	579	112	579	112	569	200
430	1078	430	1088	470	1088	470	1078	150
838	442	838	452	878	452	878	442	200
132	756	132	766	172	766	172	756	50
985	662	985	672	1025	672	1025	662	250
691	539	691	549	731	549	731	539	30
1134	629	1134	639	1174	639	1174	629	200
