1200	1200
0	607	0	593	1200	593	1200	607
499	515	499	525	539	525	539	515	250
436	392	436	402	476	402	476	392	250
374	739	374	749	414	749	414	739	200
961	325	961	335	1001	335	1001	325	150
247	323	247	333	287	333	287	323	50
479	665	479	675	519	675	519	665	200
102	84	102	94	142	94	142	84	250
975	816	975	826	1015	826	1015	816	200
694	675	694	685	734	685	734	675	150
5	915	5	925	45	925	45	915	250
639	752	639	762	679	762	679	752	100
129	741	129	751	169	751	169	741	200
647	541	647	551	687	551	687	541	150
291	69	291	79	331	79	331	69	100
868	527	868	537	908	537	908	527	250
437	934	437	944	477	944	477	934	250
52	121	52	131	92	131	92	121	30
649	671	649	681	689	681	689	671	150
953	438	953	448	993	448	993	438	200
912	776	912	786	952	786	952	776	100
339	625	339	635	379	635	379	625	30
454	301	454	311	494	311	494	301	250
97	189	97	199	137	199	137	189	250
223	246	223	256	263	256	263	246	100
16	797	16	807	56	807	56	797	150
720	237	720	247	760	247	760	237	100
810	502	810	512	850	512	850	502	200
758	973	758	983	798	983	798	973	30
492	928	492	938	532	938	532	928	30
769	115	769	125	809	125	809	115	50
280	110	280	120	320	120	320	110	150
513	349	513	359	553	359	553	349	50
986	99	986	109	1026	109	1026	99	200
485	940	485	950	525	950	525	940	150
276	840	276	850	316	850	316	840	200
187	1165	187	1175	227	1175	227	1165	50
481	1163	481	1173	521	1173	521	1163	100
586	395	586	405	626	405	626	395	250
76	512	76	522	116	522	116	512	250
154	875	154	885	194	885	194	875	100
841	625	841	635	881	635	881	625	30
549	307	549	317	589	317	589	307	30
6	111	6	121	46	121	46	111	150
207	392	207	402	247	402	247	392	50
520	77	520	87	560	87	560	77	30
1039	903	1039	913	1079	913	1079	903	250
944	220	944	230	984	230	984	220	50
333	1108	333	1118	373	1118	373	1108	50
325	314	325	324	365	324	365	314	30
768	299	768	309	808	309	808	299	250
196	671	196	681	236	681	236	671	100
204	134	204	144	244	144	244	134	100
62	971	62	981	102	981	102	971	150
1119	219	1119	229	1159	229	1159	219	200
712	832	712	842	752	842	752	832	150
881	1061	881	1071	921	1071	921	1061	150
14	977	14	987	54	987	54	977	50
1090	290	1090	300	1130	300	1130	290	200
60	1065	60	1075	100	1075	100	1065	100
1148	137	1148	147	1188	147	1188	137	250
373	291	373	301	413	301	413	291	200
193	340	193	350	233	350	233	340	50
208	62	208	72	248	72	248	62	100
1060	107	1060	117	1100	117	1100	107	200
888	1042	888	1052	928	1052	928	1042	250
1004	914	1004	924	1044	924	1044	914	50
40	746	40	756	80	756	80	746	30
722	219	722	229	762	229	762	219	200
1022	1022	1022	1032	1062	1032	1062	1022	50
773	565	773	575	813	575	813	565	250
372	782	372	792	412	792	412	782	150
952	553	952	563	992	563	992	553	30
846	339	846	349	886	349	886	339	150
1149	158	1149	168	1189	168	1189	158	50
1068	763	1068	773	1108	773	1108	763	50
856	106	856	116	896	116	896	106	200
1022	859	1022	869	1062	869	1062	859	100
56	667	56	677	96	677	96	667	30
96	1115	96	1125	136	1125	136	1115	200
433	1125	433	1135	473	1135	473	1125	250
224	1088	224	1098	264	1098	264	1088	200
764	814	764	824	804	824	804	814	250
399	182	399	192	439	192	439	182	150
25	237	25	247	65	247	65	237	50
839	182	839	192	879	192	879	182	150
801	157	801	167	841	167	841	157	200
354	939	354	949	394	949	394	939	30
607	1109	607	1119	647	1119	647	1109	250
1123	890	1123	900	1163	900	1163	890	50
365	954	365	964	405	964	405	954	150
1004	310	1004	320	1044	320	1044	310	50
1077	975	1077	985	1117	985	1117	975	100
405	680	405	690	445	690	445	680	100
661	94	661	104	701	104	701	94	30
931	168	931	178	971	178	971	168	200
656	810	656	820	696	820	696	810	250
308	139	308	149	348	149	348	139	100
671	886	671	896	711	896	711	886	200
422	1176	422	1186	462	1186	462	1176	200
991	112	991	122	1031	122	1031	112	250
611	1004	611	1014	651	1014	651	1004	50
869	1131	869	1141	909	1141	909	1131	200
38	449	38	459	78	459	78	449	250
1046	443	1046	453	1086	453	1086	443	100
158	66	158	76	198	76	198	66	200
82	57	82	67	122	67	122	57	200
1137	238	1137	248	1177	248	1177	238	150
553	797	553	807	593	807	593	797	100
64	1147	64	1157	104	1157	104	1147	30
994	1129	994	1139	1034	1139	1034	1129	30
1087	648	1087	658	1127	658	1127	648	200
77	654	77	664	117	664	117	654	150
491	542	491	552	531	552	531	542	50
1136	1143	1136	1153	1176	1153	1176	1143	250
357	889	357	899	397	899	397	889	50
913	830	913	840	953	840	953	830	200
623	1184	623	1194	663	1194	663	1184	100
681	310	681	320	721	320	721	310	100
748	857	748	867	788	867	788	857	50
292	423	292	433	332	433	332	423	30
250	1166	250	1176	290	1176	290	1166	100
306	368	306	378	346	378	346	368	100
270	1149	270	1159	310	1159	310	1149	30
334	1130	334	1140	374	1140	374	1130	30
497	368	497	378	537	378	537	368	150
442	336	442	346	482	346	482	336	150
676	23	676	33	716	33	716	23	30
904	807	904	817	944	817	944	807	150
686	958	686	968	726	968	726	958	30
30	250	30	260	70	260	70	250	100
552	1177	552	1187	592	1187	592	1177	50
385	658	385	668	425	668	425	658	30
720	415	720	425	760	425	760	415	250
502	163	502	173	542	173	542	163	250
524	721	524	731	564	731	564	721	250
1077	217	1077	227	1117	227	1117	217	250
176	227	176	237	216	237	216	227	250
826	409	826	419	866	419	866	409	100
334	243	334	253	374	253	374	243	100
928	380	928	390	968	390	968	380	200
1155	63	1155	73	1195	73	1195	63	100
663	144	663	154	703	154	703	144	30
658	653	658	663	698	663	698	653	50
132	1169	132	1179	172	1179	172	1169	250
648	470	648	480	688	480	688	470	200
859	866	859	876	899	876	899	866	30
687	128	687	138	727	138	727	128	100
486	678	486	688	526	688	526	678	250
926	451	926	461	966	461	966	451	200
1001	1189	1001	1199	1041	1199	1041	1189	100
706	653	706	663	746	663	746	653	50
51	403	51	413	91	413	91	403	200
762	986	762	996	802	996	802	986	150
28	1132	28	1142	68	1142	68	1132	250
812	650	812	660	852	660	852	650	30
30	733	30	743	70	743	70	733	200
250	432	250	442	290	442	290	432	50
676	856	676	866	716	866	716	856	250
734	449	734	459	774	459	774	449	100
892	369	892	379	932	379	932	369	30
1131	1067	1131	1077	1171	1077	1171	1067	250
881	230	881	240	921	240	921	230	250
388	417	388	427	428	427	428	417	250
1073	70	1073	80	1113	80	1113	70	200
937	410	937	420	977	420	977	410	150
356	384	356	394	396	394	396	384	100
29	311	29	321	69	321	69	311	30
507	475	507	485	547	485	547	475	200
173	196	173	206	213	206	213	196	50
94	755	94	765	134	765	134	755	200
631	158	631	168	671	168	671	158	50
930	86	930	96	970	96	970	86	150
188	624	188	634	228	634	228	624	100
413	251	413	261	453	261	453	251	150
1040	186	1040	196	1080	196	1080	186	30
908	692	908	702	948	702	948	692	150
1098	501	1098	511	1138	511	1138	501	50
208	373	208	383	248	383	248	373	250
388	1146	388	1156	428	1156	428	1146	50
488	1002	488	1012	528	1012	528	1002	250
556	958	556	968	596	968	596	958	100
892	333	892	343	932	343	932	333	250
854	63	854	73	894	73	894	63	30
998	264	998	274	1038	274	1038	264	30
306	1093	306	1103	346	1103	346	1093	200
764	253	764	263	804	263	804	253	250
524	232	524	242	564	242	564	232	150
1122	1092	1122	1102	1162	1102	1162	1092	150
723	142	723	152	763	152	763	142	100
1073	938	1073	948	1113	948	1113	938	150
841	988	841	998	881	998	881	988	150
267	941	267	951	307	951	307	941	200
937	266	937	276	977	276	977	266	30
662	1158	662	1168	702	1168	702	1158	200
640	359	640	369	680	369	680	359	30
851	970	851	980	891	980	891	970	30
735	790	735	800	775	800	775	790	100
211	152	211	162	251	162	251	152	30
57	102	57	112	97	112	97	102	150
659	897	659	907	699	907	699	897	100
788	390	788	400	828	400	828	390	200
310	546	310	556	350	556	350	546	30
1092	1138	1092	1148	1132	1148	1132	1138	150
835	779	835	789	875	789	875	779	200
70	551	70	561	110	561	110	551	200
490	964	490	974	530	974	530	964	250
696	707	696	717	736	717	736	707	50
609	922	609	932	649	932	649	922	200
913	990	913	1000	953	1000	953	990	30
919	112	919	122	959	122	959	112	150
454	1032	454	1042	494	1042	494	1032	30
1039	252	1039	262	1079	262	1079	252	250
13	1107	13	1117	53	1117	53	1107	250
230	893	230	903	270	903	270	893	30
276	96	276	106	316	106	316	96	100
836	686	836	696	876	696	876	686	50
1091	201	1091	211	1131	211	1131	201	250
788	1174	788	1184	828	1184	828	1174	50
173	951	173	961	213	961	213	951	150
478	386	478	396	518	396	518	386	30
705	577	705	587	745	587	745	577	150
1074	55	1074	65	1114	65	1114	55	30
952	670	952	680	992	680	992	670	250
85	983	85	993	125	993	125	983	150
451	581	451	591	491	591	491	581	100
848	151	848	161	888	161	888	151	250
879	559	879	569	919	569	919	559	250
309	811	309	821	349	821	349	811	100
576	131	576	141	616	141	616	131	250
949	352	949	362	989	362	989	352	250
898	242	898	252	938	252	938	242	50
208	1180	208	1190	248	1190	248	1180	50
33	775	33	785	73	785	73	775	30
97	161	97	171	137	171	137	161	150
842	950	842	960	882	960	882	950	250
1061	918	1061	928	1101	928	1101	918	150
292	17	292	27	332	27	332	17	50
533	1111	533	1121	573	1121	573	1111	100
316	714	316	724	356	724	356	714	200
198	512	198	522	238	522	238	512	200
183	721	183	731	223	731	223	721	100
458	184	458	194	498	194	498	184	100
796	842	796	852	836	852	836	842	200
120	469	120	479	160	479	160	469	250
352	96	352	106	392	106	392	96	30
398	624	398	634	438	634	438	624	100
1119	745	1119	755	1159	755	1159	745	150
276	444	276	454	316	454	316	444	50
774	462	774	472	814	472	814	462	50
85	246	85	256	125	256	125	246	100
781	1020	781	1030	821	1030	821	1020	200
604	463	604	473	644	473	644	463	50
337	417	337	427	377	427	377	417	250
301	680	301	690	341	690	341	680	150
1	122	1	132	41	132	41	122	250
678	228	678	238	718	238	718	228	30
317	780	317	790	357	790	357	780	50
816	575	816	585	856	585	856	575	150
614	1040	614	1050	654	1050	654	1040	200
31	566	31	576	71	576	71	566	150
1078	570	1078	580	1118	580	1118	570	30
200	1052	200	1062	240	1062	240	1052	200
297	298	297	308	337	308	337	298	30
991	1069	991	1079	1031	1079	1031	1069	30
701	974	701	984	741	984	741	974	250
923	1173	923	1183	963	1183	963	1173	150
1140	726	1140	736	1180	736	1180	726	200
634	1077	634	1087	674	1087	674	1077	250
909	466	909	476	949	476	949	466	30
501	871	501	881	541	881	541	871	50
166	891	166	901	206	901	206	891	200
389	74	389	84	429	84	429	74	200
17	357	17	367	57	367	57	357	50
1138	172	1138	182	1178	182	1178	172	250
268	911	268	921	308	921	308	911	250
1115	694	1115	704	1155	704	1155	694	250
919	867	919	877	959	877	959	867	150
818	363	818	373	858	373	858	363	50
824	288	824	298	864	298	864	288	250
470	526	470	536	510	536	510	526	50
117	0	117	10	157	10	157	0	200
571	359	571	369	611	369	611	359	100
413	795	413	805	453	805	453	795	30
466	68	466	78	506	78	506	68	200
856	1088	856	1098	896	1098	896	1088	150
701	762	701	772	741	772	741	762	200
266	879	266	889	306	889	306	879	100
768	690	768	700	808	700	808	690	200
324	609	324	619	364	619	364	609	50
256	552	256	562	296	562	296	552	30
1052	429	1052	439	1092	439	1092	429	200
288	346	288	356	328	356	328	346	50
807	1113	807	1123	847	1123	847	1113	30
739	97	739	107	779	107	779	97	200
750	893	750	903	790	903	790	893	100
141	1022	141	1032	181	1032	181	1022	150
699	1189	699	1199	739	1199	739	1189	150
1005	931	1005	941	1045	941	1045	931	30
152	488	152	498	192	498	192	488	50
831	137	831	147	871	147	871	137	100
201	935	201	945	241	945	241	935	100
626	430	626	440	666	440	666	430	50
990	161	990	171	1030	171	1030	161	200
72	470	72	480	112	480	112	470	150
315	955	315	965	355	965	355	955	50
954	1086	954	1096	994	1096	994	1086	150
35	43	35	53	75	53	75	43	30
787	265	787	275	827	275	827	265	30
91	204	91	214	131	214	131	204	50
663	1120	663	1130	703	1130	703	1120	150
690	627	690	637	730	637	730	627	100
369	753	369	763	409	763	409	753	250
1033	279	1033	289	1073	289	1073	279	200
218	183	218	193	258	193	258	183	30
318	566	318	576	358	576	358	566	250
639	776	639	786	679	786	679	776	250
478	412	478	422	518	422	518	412	150
451	629	451	639	491	639	491	629	30
509	432	509	442	549	442	549	432	30
636	130	636	140	676	140	676	130	100
96	458	96	468	136	468	136	458	200
905	669	905	679	945	679	945	669	30
401	990	401	1000	441	1000	441	990	150
912	644	912	654	952	654	952	644	250
734	1051	734	1061	774	1061	774	1051	50
297	1064	297	1074	337	1074	337	1064	150
198	417	198	427	238	427	238	417	30
196	261	196	271	236	271	236	261	50
343	12	343	22	383	22	383	12	100
85	850	85	860	125	860	125	850	250
753	492	753	502	793	502	793	492	100
272	357	272	367	312	367	312	357	250
641	845	641	855	681	855	681	845	30
1143	780	1143	790	1183	790	1183	780	150
270	1114	270	1124	310	1124	310	1114	100
893	292	893	302	933	302	933	292	150
3	620	3	630	43	630	43	620	100
1039	813	1039	823	1079	823	1079	813	50
213	36	213	46	253	46	253	36	30
776	188	776	198	816	198	816	188	30
987	895	987	905	1027	905	1027	895	200
512	446	512	456	552	456	552	446	150
687	912	687	922	727	922	727	912	30
131	417	131	427	171	427	171	417	50
475	1129	475	1139	515	1139	515	1129	100
226	164	226	174	266	174	266	164	50
126	291	126	301	166	301	166	291	100
1138	93	1138	103	1178	103	1178	93	200
83	806	83	816	123	816	123	806	100
610	1061	610	1071	650	1071	650	1061	250
926	748	926	758	966	758	966	748	100
369	139	369	149	409	149	409	139	250
62	25	62	35	102	35	102	25	30
616	1095	616	1105	656	1105	656	1095	30
356	872	356	882	396	882	396	872	250
908	886	908	896	948	896	948	886	250
282	220	282	230	322	230	322	220	100
1081	900	1081	910	1121	910	1121	900	200
238	461	238	471	278	471	278	461	150
485	698	485	708	525	708	525	698	150
1155	669	1155	679	1195	679	1195	669	150
596	244	596	254	636	254	636	244	30
121	536	121	546	161	546	161	536	100
891	842	891	852	931	852	931	842	100
629	688	629	698	669	698	669	688	250
640	273	640	283	680	283	680	273	100
467	1016	467	1026	507	1026	507	1016	100
138	378	138	388	178	388	178	378	100
307	465	307	475	347	475	347	465	200
838	1154	838	1164	878	1164	878	1154	150
23	1004	23	1014	63	1014	63	1004	100
260	521	260	531	300	531	300	521	30
